#K-Path          Energy     s      p      d    tot
# NKPTS & NBANDS: 200  40
# Band-Index    1
   1.15768     16.769268  0.022  0.000  0.000  0.024
   1.17253     16.736635  0.022  0.000  0.000  0.024
   1.18737     16.705559  0.022  0.000  0.000  0.024
   1.20221     16.676044  0.022  0.000  0.000  0.022
   1.21705     16.648096  0.022  0.000  0.000  0.022
   1.23189     16.621717  0.022  0.000  0.000  0.022
   1.24674     16.596913  0.022  0.000  0.000  0.022
   1.26158     16.573686  0.022  0.000  0.000  0.022
   1.27642     16.552042  0.022  0.000  0.000  0.022
   1.29126     16.531983  0.022  0.000  0.000  0.022
   1.30610     16.513514  0.022  0.000  0.000  0.022
   1.32095     16.496638  0.022  0.000  0.000  0.022
   1.33579     16.481358  0.022  0.000  0.000  0.022
   1.35063     16.467677  0.022  0.000  0.000  0.022
   1.36547     16.455599  0.022  0.000  0.000  0.022
   1.38031     16.445126  0.022  0.000  0.000  0.022
   1.39516     16.436259  0.022  0.000  0.000  0.022
   1.41000     16.429002  0.022  0.000  0.000  0.022
   1.42484     16.423356  0.022  0.000  0.000  0.022
   1.43968     16.419323  0.022  0.000  0.000  0.022
   1.45453     16.416902  0.022  0.000  0.000  0.022
   1.46937     16.416095  0.022  0.000  0.000  0.022
   1.46937     16.416095  0.022  0.000  0.000  0.022
   1.48651     16.417171  0.022  0.000  0.000  0.022
   1.50364     16.420398  0.022  0.000  0.000  0.022
   1.52078     16.425776  0.022  0.000  0.000  0.022
   1.53792     16.433303  0.022  0.000  0.000  0.022
   1.55506     16.442977  0.022  0.000  0.000  0.022
   1.57220     16.454794  0.022  0.000  0.000  0.022
   1.58933     16.468750  0.022  0.000  0.000  0.022
   1.60647     16.484843  0.022  0.000  0.000  0.022
   1.62361     16.503068  0.022  0.000  0.000  0.022
   1.64075     16.523418  0.022  0.000  0.000  0.022
   1.65789     16.545890  0.022  0.000  0.000  0.022
   1.67503     16.570477  0.022  0.000  0.000  0.022
   1.69216     16.597173  0.022  0.000  0.000  0.022
   1.70930     16.625972  0.022  0.000  0.000  0.022
   1.72644     16.656868  0.022  0.000  0.000  0.022
   1.74358     16.689855  0.022  0.000  0.000  0.022
   1.76072     16.724923  0.022  0.000  0.000  0.024
   1.77785     16.762068  0.022  0.000  0.000  0.024
   1.79499     16.801284  0.022  0.000  0.000  0.024
   1.81213     16.842560  0.022  0.000  0.000  0.024
   1.82927     16.885891  0.024  0.000  0.000  0.024
   1.84641     16.931269  0.024  0.002  0.000  0.024
   1.86355     16.978688  0.024  0.002  0.000  0.024
   1.88068     17.028139  0.024  0.002  0.000  0.024
   1.89782     17.079613  0.024  0.002  0.000  0.024
   1.91496     17.133105  0.024  0.002  0.000  0.026
   1.93210     17.188607  0.024  0.002  0.000  0.026
   1.94924     17.246107  0.024  0.002  0.000  0.026
   1.96637     17.305601  0.024  0.002  0.000  0.026
   1.98351     17.367075  0.024  0.002  0.000  0.026
   2.00065     17.430522  0.024  0.004  0.000  0.026
   2.01779     17.495931  0.024  0.004  0.000  0.026
   2.03493     17.563287  0.022  0.004  0.000  0.028
   2.05207     17.632582  0.022  0.004  0.000  0.028
   2.06920     17.703811  0.022  0.006  0.000  0.028
   2.08634     17.776943  0.022  0.006  0.000  0.028
   2.10348     17.851977  0.022  0.006  0.000  0.028
   2.12062     17.928891  0.022  0.006  0.000  0.028
   2.13776     18.007668  0.022  0.008  0.000  0.030
   2.15489     18.088291  0.022  0.008  0.000  0.030
   2.17203     18.170730  0.022  0.008  0.000  0.030
   2.18917     18.254963  0.022  0.010  0.000  0.030
   2.20631     18.340958  0.020  0.010  0.000  0.032
   2.22345     18.428689  0.020  0.012  0.000  0.032
   2.24059     18.518119  0.020  0.012  0.000  0.032
   2.25772     18.609205  0.020  0.014  0.000  0.034
   2.27486     18.701895  0.018  0.016  0.000  0.034
   2.29200     18.796134  0.018  0.016  0.000  0.036
   2.30914     18.805011  0.000  0.006  0.000  0.006
   2.32628     18.754164  0.000  0.010  0.000  0.010
   2.34341     18.720105  0.000  0.014  0.000  0.014
   2.36055     18.702508  0.000  0.018  0.000  0.018
   2.37769     18.700588  0.000  0.022  0.000  0.022
   2.39483     18.713163  0.000  0.026  0.000  0.026
   2.41197     18.738825  0.000  0.030  0.000  0.030
   2.42911     18.776036  0.000  0.034  0.000  0.034
   2.44624     18.823233  0.000  0.038  0.000  0.038
   2.46338     18.878907  0.000  0.042  0.000  0.042
   2.48052     18.941583  0.000  0.046  0.000  0.046
   2.49766     19.009848  0.000  0.048  0.000  0.048
   2.51480     19.082378  0.000  0.052  0.000  0.052
   2.53193     19.157479  0.000  0.054  0.000  0.054
   2.54907     19.233585  0.000  0.056  0.000  0.056
   2.56621     19.308624  0.000  0.058  0.000  0.058
   2.58335     19.303910  0.010  0.046  0.000  0.058
   2.60049     19.137557  0.012  0.044  0.000  0.056
   2.61763     18.972461  0.012  0.042  0.000  0.056
   2.63476     18.809139  0.014  0.042  0.000  0.054
   2.65190     18.647955  0.014  0.040  0.000  0.054
   2.66904     18.489047  0.016  0.040  0.000  0.054
   2.68618     18.332694  0.016  0.038  0.000  0.056
   2.70332     18.179121  0.018  0.038  0.000  0.056
   2.72045     18.028382  0.018  0.038  0.000  0.056
   2.73759     17.880755  0.020  0.038  0.000  0.058
   2.75473     17.736441  0.022  0.038  0.000  0.058
   2.77187     17.595746  0.022  0.036  0.000  0.060
   2.78901     17.459111  0.024  0.036  0.000  0.060
   2.80615     17.327164  0.026  0.036  0.000  0.062
   2.82328     17.200972  0.028  0.034  0.000  0.062
   2.84042     17.082594  0.030  0.032  0.000  0.060
   2.85756     16.976631  0.030  0.026  0.000  0.056
   2.87470     16.894878  0.030  0.018  0.000  0.048
   2.89184     16.863446  0.022  0.014  0.000  0.036
   2.90897     16.899698  0.010  0.028  0.000  0.038
   2.92611     16.775000  0.000  0.040  0.000  0.040
   2.94325     16.639058  0.000  0.040  0.000  0.040
   2.96039     16.534983  0.000  0.044  0.000  0.044
   2.97753     16.598953  0.000  0.040  0.000  0.040
   2.99467     16.635130  0.000  0.036  0.000  0.036
   3.01180     16.642209  0.000  0.032  0.000  0.032
   3.02894     16.623576  0.000  0.026  0.000  0.026
   3.04608     16.585537  0.000  0.020  0.000  0.020
   3.06322     16.534879  0.000  0.016  0.000  0.016
   3.08036     16.477554  0.000  0.012  0.000  0.012
   3.09749     16.418594  0.000  0.008  0.000  0.008
   3.11463     16.362607  0.000  0.006  0.000  0.006
   3.13177     16.314470  0.000  0.002  0.000  0.002
   3.14891     16.280062  0.000  0.000  0.000  0.000
   3.16605     16.266746  0.000  0.000  0.000  0.000
 
# Band-Index   16
   3.16605     16.789058  0.098  0.118  0.000  0.214
   3.14891     16.752442  0.098  0.132  0.000  0.230
   3.13177     16.750808  0.094  0.142  0.000  0.238
   3.11463     16.778510  0.088  0.148  0.000  0.236
   3.09749     16.827682  0.078  0.150  0.000  0.228
   3.08036     16.890592  0.068  0.150  0.000  0.218
   3.06322     16.960369  0.056  0.150  0.000  0.206
   3.04608     17.030557  0.046  0.146  0.000  0.192
   3.02894     17.094161  0.034  0.142  0.000  0.176
   3.01180     17.142680  0.022  0.136  0.000  0.158
   2.99467     17.166716  0.012  0.124  0.000  0.136
   2.97753     17.158813  0.004  0.108  0.000  0.112
   2.96039     17.118561  0.000  0.090  0.000  0.090
   2.94325     17.052952  0.000  0.070  0.000  0.070
   2.92611     16.973890  0.004  0.050  0.000  0.052
   2.90897     16.913011  0.000  0.040  0.000  0.040
   2.89184     17.053025  0.000  0.040  0.000  0.040
   2.87470     17.195044  0.000  0.040  0.000  0.040
   2.85756     17.339024  0.000  0.042  0.000  0.042
   2.84042     17.485009  0.000  0.042  0.000  0.042
   2.82328     17.632956  0.000  0.042  0.000  0.042
   2.80615     17.782847  0.000  0.042  0.000  0.042
   2.78901     17.934665  0.000  0.042  0.000  0.042
   2.77187     18.088389  0.000  0.044  0.000  0.044
   2.75473     18.243987  0.000  0.044  0.000  0.044
   2.73759     18.401464  0.000  0.044  0.000  0.044
   2.72045     18.560772  0.000  0.044  0.000  0.044
   2.70332     18.721889  0.000  0.046  0.000  0.046
   2.68618     18.884785  0.000  0.046  0.000  0.046
   2.66904     19.049428  0.000  0.046  0.000  0.046
   2.65190     19.215781  0.000  0.048  0.000  0.048
   2.63476     19.383805  0.000  0.048  0.000  0.048
   2.61763     19.499015  0.000  0.058  0.000  0.058
   2.60049     19.445199  0.000  0.060  0.000  0.060
   2.58335     19.380294  0.000  0.058  0.000  0.058
   2.56621     19.470552  0.010  0.050  0.000  0.060
   2.54907     19.635166  0.008  0.056  0.000  0.064
   2.53193     19.791307  0.004  0.066  0.000  0.070
   2.51480     19.914020  0.000  0.080  0.000  0.080
   2.49766     19.940572  0.002  0.076  0.000  0.078
   2.48052     19.880071  0.006  0.060  0.000  0.066
   2.46338     19.791050  0.008  0.050  0.000  0.058
   2.44624     19.693384  0.010  0.042  0.000  0.052
   2.42911     19.592651  0.012  0.038  0.000  0.048
   2.41197     19.490884  0.014  0.032  0.000  0.046
   2.39483     19.389043  0.014  0.030  0.000  0.044
   2.37769     19.287656  0.016  0.026  0.000  0.042
   2.36055     19.187035  0.016  0.024  0.000  0.040
   2.34341     19.087435  0.016  0.022  0.000  0.038
   2.32628     18.988994  0.018  0.020  0.000  0.038
   2.30914     18.891870  0.018  0.018  0.000  0.036
   2.29200     18.872441  0.000  0.004  0.000  0.004
   2.27486     18.955782  0.000  0.002  0.000  0.002
   2.25772     19.053980  0.000  0.000  0.000  0.000
   2.24059     19.165733  0.000  0.000  0.000  0.000
   2.22345     19.289626  0.000  0.000  0.000  0.000
   2.20631     19.424230  0.000  0.000  0.000  0.000
   2.18917     19.568161  0.000  0.002  0.000  0.002
   2.17203     19.720133  0.000  0.002  0.000  0.002
   2.15489     19.878961  0.000  0.004  0.000  0.004
   2.13776     20.043534  0.000  0.006  0.000  0.006
   2.12062     20.212837  0.000  0.008  0.000  0.008
   2.10348     20.385892  0.000  0.010  0.000  0.010
   2.08634     20.561746  0.000  0.012  0.000  0.012
   2.06920     20.739452  0.000  0.016  0.000  0.016
   2.05207     20.917959  0.000  0.018  0.000  0.018
   2.03493     21.096255  0.000  0.022  0.000  0.022
   2.01779     21.273099  0.000  0.026  0.000  0.026
   2.00065     21.447082  0.000  0.030  0.000  0.030
   1.98351     21.616705  0.000  0.036  0.000  0.036
   1.96637     21.780213  0.000  0.040  0.000  0.040
   1.94924     21.935694  0.000  0.046  0.000  0.046
   1.93210     22.081118  0.000  0.052  0.000  0.052
   1.91496     22.214479  0.000  0.058  0.000  0.058
   1.89782     22.333961  0.000  0.064  0.000  0.064
   1.88068     22.438318  0.000  0.072  0.000  0.072
   1.86355     22.526971  0.000  0.078  0.000  0.078
   1.84641     22.600159  0.000  0.082  0.000  0.082
   1.82927     22.658859  0.000  0.086  0.000  0.086
   1.81213     22.704571  0.000  0.090  0.000  0.090
   1.79499     22.739097  0.000  0.092  0.000  0.092
   1.77785     22.764205  0.000  0.094  0.000  0.094
   1.76072     22.781757  0.000  0.096  0.000  0.096
   1.74358     22.793267  0.000  0.098  0.000  0.098
   1.72644     22.799948  0.000  0.098  0.000  0.098
   1.70930     22.803000  0.000  0.098  0.000  0.098
   1.69216     22.803342  0.000  0.098  0.000  0.098
   1.67503     22.801640  0.000  0.100  0.000  0.100
   1.65789     22.761616  0.104  0.032  0.000  0.136
   1.64075     22.709357  0.106  0.028  0.000  0.132
   1.62361     22.661482  0.108  0.022  0.000  0.130
   1.60647     22.618102  0.110  0.018  0.000  0.126
   1.58933     22.579432  0.110  0.014  0.000  0.124
   1.57220     22.545622  0.112  0.010  0.000  0.122
   1.55506     22.516796  0.114  0.006  0.000  0.120
   1.53792     22.493066  0.114  0.004  0.000  0.118
   1.52078     22.474519  0.116  0.002  0.000  0.118
   1.50364     22.461223  0.116  0.002  0.000  0.116
   1.48651     22.453227  0.116  0.000  0.000  0.116
   1.46937     22.450560  0.116  0.000  0.000  0.116
   1.46937     22.450560  0.116  0.000  0.000  0.116
   1.45453     22.452561  0.116  0.000  0.000  0.116
   1.43968     22.458559  0.116  0.000  0.000  0.116
   1.42484     22.468541  0.116  0.002  0.000  0.118
   1.41000     22.482478  0.114  0.004  0.000  0.118
   1.39516     22.500333  0.114  0.006  0.000  0.120
   1.38031     22.522051  0.114  0.008  0.000  0.120
   1.36547     22.547579  0.112  0.010  0.000  0.122
   1.35063     22.576841  0.110  0.014  0.000  0.124
   1.33579     22.609755  0.110  0.016  0.000  0.126
   1.32095     22.646228  0.108  0.020  0.000  0.128
   1.30610     22.686109  0.106  0.024  0.000  0.132
   1.29126     22.729361  0.104  0.030  0.000  0.134
   1.27642     22.775813  0.102  0.034  0.000  0.138
   1.26158     22.803301  0.000  0.100  0.000  0.100
   1.24674     22.805524  0.000  0.100  0.000  0.100
   1.23189     22.806630  0.000  0.100  0.000  0.100
   1.21705     22.806281  0.000  0.098  0.000  0.098
   1.20221     22.804104  0.000  0.098  0.000  0.098
   1.18737     22.799703  0.000  0.098  0.000  0.098
   1.17253     22.792504  0.000  0.098  0.000  0.098
   1.15768     22.782041  0.000  0.098  0.000  0.098
   1.14284     22.767560  0.000  0.096  0.000  0.096
   1.12800     22.748589  0.000  0.096  0.000  0.096
   1.11316     22.724370  0.000  0.094  0.000  0.094
   1.09832     22.694217  0.000  0.094  0.000  0.094
   1.08347     22.657438  0.000  0.092  0.000  0.092
   1.06863     22.613478  0.000  0.090  0.000  0.090
   1.05379     22.561782  0.000  0.088  0.000  0.088
   1.03895     22.502099  0.000  0.086  0.000  0.086
   1.02410     22.434271  0.000  0.084  0.000  0.084
   1.00926     22.358434  0.000  0.082  0.000  0.082
   0.99442     22.274914  0.000  0.082  0.000  0.082
   0.97958     22.184177  0.000  0.080  0.000  0.080
   0.96474     22.086957  0.000  0.078  0.000  0.078
   0.94989     21.983941  0.000  0.076  0.000  0.076
   0.93505     21.875807  0.000  0.076  0.000  0.076
   0.92021     21.763499  0.000  0.074  0.000  0.074
   0.90537     21.647651  0.000  0.074  0.000  0.074
   0.89053     21.528909  0.000  0.074  0.000  0.074
   0.87568     21.407880  0.000  0.074  0.000  0.074
   0.86084     21.285163  0.000  0.074  0.000  0.074
   0.84600     21.161048  0.000  0.074  0.000  0.074
   0.83116     21.036055  0.000  0.074  0.000  0.074
   0.81632     20.910477  0.000  0.074  0.000  0.074
   0.80147     20.784609  0.000  0.074  0.000  0.074
   0.78663     20.658700  0.000  0.074  0.000  0.074
   0.77179     20.532931  0.000  0.074  0.000  0.074
   0.75695     20.407470  0.000  0.074  0.000  0.074
   0.74210     20.282464  0.000  0.074  0.000  0.074
   0.72726     20.158112  0.000  0.076  0.000  0.076
   0.71242     20.034420  0.000  0.074  0.000  0.074
   0.69758     19.911451  0.000  0.074  0.000  0.074
   0.68274     19.789498  0.000  0.074  0.000  0.074
   0.66789     19.668576  0.000  0.074  0.000  0.074
   0.65305     19.548838  0.000  0.074  0.000  0.074
   0.63821     19.430479  0.000  0.072  0.000  0.072
   0.62337     19.313682  0.000  0.072  0.000  0.072
   0.60853     19.198754  0.000  0.070  0.000  0.070
   0.59368     19.093486  0.016  0.026  0.000  0.040
   0.57884     19.173381  0.014  0.032  0.000  0.046
   0.56400     19.241230  0.016  0.044  0.000  0.060
   0.54916     19.241990  0.034  0.074  0.000  0.108
   0.53432     19.123693  0.050  0.086  0.000  0.136
   0.51947     18.973602  0.054  0.090  0.000  0.144
   0.50463     18.820811  0.054  0.094  0.000  0.148
   0.48979     18.669686  0.054  0.098  0.000  0.152
   0.47495     18.520750  0.052  0.102  0.000  0.152
   0.46010     18.373418  0.048  0.104  0.000  0.152
   0.44526     18.226761  0.042  0.102  0.000  0.146
   0.43042     18.173954  0.000  0.052  0.000  0.052
   0.41558     18.129368  0.000  0.052  0.000  0.052
   0.40074     18.087988  0.000  0.054  0.000  0.054
   0.38589     18.048088  0.000  0.056  0.000  0.056
   0.37105     18.008067  0.000  0.058  0.000  0.058
   0.35621     17.966564  0.000  0.060  0.000  0.060
   0.34137     17.922549  0.000  0.062  0.000  0.062
   0.32653     17.957575  0.000  0.702  0.000  0.702
   0.31168     18.103396  0.000  0.708  0.000  0.708
   0.29684     18.245604  0.000  0.712  0.000  0.712
   0.28200     18.383914  0.000  0.718  0.000  0.718
   0.26716     18.518004  0.000  0.724  0.000  0.724
   0.25232     18.647557  0.000  0.728  0.000  0.728
   0.23747     18.772544  0.000  0.734  0.000  0.734
   0.22263     18.892046  0.000  0.738  0.000  0.738
   0.20779     18.867059  0.026  0.208  0.000  0.234
   0.19295     18.778214  0.020  0.194  0.000  0.214
   0.17811     18.682638  0.016  0.180  0.000  0.196
   0.16326     18.580899  0.012  0.166  0.000  0.178
   0.14842     18.473251  0.010  0.154  0.000  0.162
   0.13358     18.360593  0.006  0.142  0.000  0.148
   0.11874     18.243432  0.004  0.130  0.000  0.134
   0.10389     18.122342  0.004  0.120  0.000  0.122
   0.08905     17.998073  0.002  0.110  0.000  0.112
   0.07421     17.871144  0.002  0.102  0.000  0.102
   0.05937     17.742162  0.000  0.094  0.000  0.094
   0.04453     17.611845  0.000  0.086  0.000  0.086
   0.02968     17.481350  0.000  0.078  0.000  0.078
   0.01484     17.354783  0.000  0.068  0.000  0.068
   0.00000     17.271800  0.000  0.054  0.000  0.054
 
# Band-Index   17
   0.00000     19.266052  0.000  0.046  0.000  0.046
   0.01484     19.267771  0.000  0.046  0.000  0.046
   0.02968     19.272911  0.000  0.046  0.000  0.046
   0.04453     19.281437  0.000  0.046  0.000  0.046
   0.05937     19.293225  0.000  0.046  0.000  0.046
   0.07421     19.308167  0.000  0.046  0.000  0.046
   0.08905     19.326099  0.000  0.046  0.000  0.046
   0.10389     19.346791  0.000  0.048  0.000  0.048
   0.11874     19.370048  0.000  0.048  0.000  0.048
   0.13358     19.395559  0.000  0.048  0.000  0.048
   0.14842     19.400021  0.000  0.762  0.000  0.762
